record_id,date,company,ticker,sector,provider,currency,share_price,market_cap,revenue,portfolio_value,ingestion_timestamp
17,2026-08-01,Alphabet Inc.,GOOGL,Communication,Provider_A,USD,459.59,2364146203577.0,322170069785.0,289636086.0,2026-09-08 18:53:37
18,2026-08-01,Alphabet Inc.,GOOGL,Communication,Provider_B,USD,458.37,2357880852218.0,321316269508.0,288868506.0,2026-09-08 04:09:52
19,2026-08-01,Alphabet Inc.,GOOGL,Communication,Provider_C,USD,459.59,2364176639123.0,322174217338.0,289639815.0,2026-09-08 00:32:54
20,2026-08-01,Alphabet Inc.,GOOGL,Communication,Provider_D,USD,460.03,2366415720466.0,322479344403.0,289914129.0,2026-09-08 10:11:43
13,2026-08-01,Amazon.com Inc.,AMZN,Consumer,Provider_A,USD,71.83,1657934054365.0,127199328386.0,71681153.0,2026-09-08 06:12:12
14,2026-08-01,Amazon.com Inc.,AMZN,Consumer,Provider_B,USD,71.83,1657976273276.0,127202567487.0,71682978.0,2026-09-08 18:31:08
15,2026-08-01,Amazon.com Inc.,AMZN,Consumer,Provider_C,USD,71.83,1657908821904.0,127197392511.0,71680062.0,2026-09-08 16:23:17
16,2026-08-01,Amazon.com Inc.,AMZN,Consumer,Provider_D,USD,71.73,1655678038243.0,127026243253.0,71583614.0,2026-09-08 07:45:26
1,2026-08-01,Apple Inc.,AAPL,Technology,Provider_A,USD,742.75,1859338408225.0,49994204799.0,153206025.0,2026-09-08 22:14:45
2,2026-08-01,Apple Inc.,AAPL,Technology,Provider_B,USD,745.49,1866195903527.0,50178590290.0,153771070.0,2026-09-08 19:52:40
3,2026-08-01,Apple Inc.,AAPL,Technology,Provider_C,USD,745.06,1865123514685.0,50149755718.0,153682707.0,2026-09-08 12:01:38
4,2026-08-01,Apple Inc.,AAPL,Technology,Provider_D,USD,744.04,1862555759247.0,50080713476.0,153471129.0,2026-09-08 00:13:00
129,2026-08-01,Bank of America,BAC,Financials,Provider_A,USD,62.23,358218681265.0,173439059398.0,61154155.0,2026-09-08 03:15:26
130,2026-08-01,Bank of America,BAC,Financials,Provider_B,USD,62.23,358208726154.0,173434239422.0,61152456.0,2026-09-08 05:18:49
131,2026-08-01,Bank of America,BAC,Financials,Provider_C,USD,62.2,358083285918.0,173373504911.0,61131041.0,2026-09-08 12:43:57
132,2026-08-01,Bank of America,BAC,Financials,Provider_D,USD,62.29,358563689783.0,173606102480.0,61213054.0,2026-09-08 02:24:16
137,2026-08-01,Berkshire Hathaway,BRK.B,Financials,Provider_A,USD,504.87,1781929324250.0,41255211597.0,182650245.0,2026-09-08 09:36:30
138,2026-08-01,Berkshire Hathaway,BRK.B,Financials,Provider_B,USD,506.19,1786562019221.0,41362467709.0,183125103.0,2026-09-08 17:54:59
139,2026-08-01,Berkshire Hathaway,BRK.B,Financials,Provider_C,USD,505.8,1785195360449.0,41330826837.0,182985018.0,2026-09-08 07:05:03
140,2026-08-01,Berkshire Hathaway,BRK.B,Financials,Provider_D,USD,505.3,1783446761932.0,41290343300.0,182805784.0,2026-09-08 12:25:32
157,2026-08-01,Boeing Co.,BA,Industrials,Provider_A,USD,579.38,723970686512.0,269305746466.0,48254906.0,2026-09-08 15:02:10
158,2026-08-01,Boeing Co.,BA,Industrials,Provider_B,USD,577.71,721884948954.0,268529884790.0,48115885.0,2026-09-08 18:08:14
159,2026-08-01,Boeing Co.,BA,Industrials,Provider_C,USD,578.18,722468787709.0,268747063655.0,48154800.0,2026-09-08 01:00:53
160,2026-08-01,Boeing Co.,BA,Industrials,Provider_D,USD,577.8,722000354630.0,268572813892.0,48123577.0,2026-09-08 16:13:37
65,2026-08-01,Broadcom Inc.,AVGO,Technology,Provider_A,USD,665.19,1321785451942.0,299349353221.0,235830419.0,2026-09-08 18:39:27
66,2026-08-01,Broadcom Inc.,AVGO,Technology,Provider_B,USD,664.55,1320503766438.0,299059085443.0,235601743.0,2026-09-08 21:36:55
67,2026-08-01,Broadcom Inc.,AVGO,Technology,Provider_C,USD,663.81,1319032364575.0,298725851940.0,235339219.0,2026-09-08 08:56:27
68,2026-08-01,Broadcom Inc.,AVGO,Technology,Provider_D,USD,664.44,1320291084132.0,299010918541.0,235563797.0,2026-09-08 18:18:05
161,2026-08-01,Caterpillar Inc.,CAT,Industrials,Provider_A,USD,316.96,3383800186477.0,328079201280.0,248189554.0,2026-09-08 03:01:14
162,2026-08-01,Caterpillar Inc.,CAT,Industrials,Provider_B,USD,316.96,3383766587755.0,328075943688.0,248187089.0,2026-09-08 02:58:52
163,2026-08-01,Caterpillar Inc.,CAT,Industrials,Provider_C,USD,316.62,3380159519841.0,327726217376.0,247922524.0,2026-09-08 06:17:40
164,2026-08-01,Caterpillar Inc.,CAT,Industrials,Provider_D,USD,316.3,3376793213619.0,327399834317.0,247675617.0,2026-09-08 00:05:52
53,2026-08-01,Chevron Corp.,CVX,Energy,Provider_A,USD,194.68,3987517195801.0,396065381510.0,172752140.0,2026-09-08 05:15:39
54,2026-08-01,Chevron Corp.,CVX,Energy,Provider_B,USD,194.47,3983263409550.0,395642868605.0,172567853.0,2026-09-08 12:40:52
55,2026-08-01,Chevron Corp.,CVX,Energy,Provider_C,USD,194.19,3977525260142.0,395072919381.0,172319257.0,2026-09-08 19:21:46
56,2026-08-01,Chevron Corp.,CVX,Energy,Provider_D,USD,193.72,,394117129878.0,171902370.0,2026-09-08 11:38:19
93,2026-08-01,Cisco Systems,CSCO,Technology,Provider_A,USD,74.28,885344407718.0,119906991131.0,54723777.0,2026-09-08 00:28:20
94,2026-08-01,Cisco Systems,CSCO,Technology,Provider_B,USD,74.11,883418090203.0,119646099510.0,54604710.0,2026-09-08 01:19:02
95,2026-08-01,Cisco Systems,CSCO,Technology,Provider_C,USD,74.04,882474777625.0,119518341576.0,54546404.0,2026-09-08 14:35:30
96,2026-08-01,Cisco Systems,CSCO,Technology,Provider_D,USD,74.24,884950606052.0,119853656437.0,54699436.0,2026-09-08 12:41:49
41,2026-08-01,Coca-Cola,KO,Consumer,Provider_A,USD,407.41,2815254394235.0,215122326904.0,663516108.0,2026-09-08 11:11:12
42,2026-08-01,Coca-Cola,KO,Consumer,Provider_B,USD,407.65,2816885800675.0,215246987734.0,663900608.0,2026-09-08 06:27:00
43,2026-08-01,Coca-Cola,KO,Consumer,Provider_C,USD,407.85,2818292248839.0,215354458804.0,664232088.0,2026-09-08 10:15:13
44,2026-08-01,Coca-Cola,KO,Consumer,Provider_D,USD,407.4,2815175351644.0,215116287014.0,663497479.0,2026-09-08 12:51:47
189,2026-08-01,Comcast,CMCSA,Communication,Provider_A,USD,661.32,367434631779.0,173968818389.0,53408160.0,2026-09-08 07:15:45
190,2026-08-01,Comcast,CMCSA,Communication,Provider_B,USD,660.05,366726219300.0,173633407213.0,53305189.0,2026-09-08 05:59:30
191,2026-08-01,Comcast,CMCSA,Communication,Provider_C,USD,661.92,367769180920.0,174127216955.0,53456788.0,2026-09-08 02:07:53
192,2026-08-01,Comcast,CMCSA,Communication,Provider_D,USD,1985.8200000000002,367777421036.0,174131118393.0,53457986.0,2026-09-08 11:08:56
149,2026-08-01,ConocoPhillips,COP,Energy,Provider_A,USD,274.22,207222028309.0,447596040778.0,48043631.0,2026-09-08 06:50:03
150,2026-08-01,ConocoPhillips,COP,Energy,Provider_B,USD,273.75,206862090717.0,446818581729.0,47960181.0,2026-09-08 09:09:18
151,2026-08-01,ConocoPhillips,COP,Energy,Provider_C,USD,274.07,207106994125.0,447347568906.0,48016961.0,2026-09-08 08:47:40
152,2026-08-01,ConocoPhillips,COP,Energy,Provider_D,USD,273.98,207039533776.0,447201855706.0,48001320.0,2026-09-08 00:18:50
145,2026-08-01,Duke Energy,DUK,Utilities,Provider_A,USD,,299515042718.0,391209442663.0,73799904.0,2026-09-08 18:55:23
146,2026-08-01,Duke Energy,DUK,Utilities,Provider_B,USD,654.39,298726504570.0,390179499170.0,73605610.0,2026-09-08 20:32:41
147,2026-08-01,Duke Energy,DUK,Utilities,Provider_C,USD,653.68,298402719941.0,389756590180.0,73525830.0,2026-09-08 20:56:33
148,2026-08-01,Duke Energy,DUK,Utilities,Provider_D,USD,654.4,298731800958.0,390186417009.0,73606915.0,2026-09-08 02:39:22
49,2026-08-01,Exxon Mobil,XOM,Energy,Provider_A,USD,46.52,1401311355709.0,96212901000.0,272715877.0,2026-09-08 20:57:08
50,2026-08-01,Exxon Mobil,XOM,Energy,Provider_B,USD,46.44,1398940805919.0,96050140974.0,272254533.0,2026-09-08 16:58:24
51,2026-08-01,Exxon Mobil,XOM,Energy,Provider_C,USD,46.45,1399081372386.0,96059792154.0,272281889.0,2026-09-08 07:28:46
52,2026-08-01,Exxon Mobil,XOM,Energy,Provider_D,USD,46.55,1402301644767.0,96280893444.0,,2026-09-08 01:28:25
121,2026-08-01,Goldman Sachs,GS,Financials,Provider_A,USD,717.64,3770631113229.0,100272427242.0,313711582.0,2026-09-08 03:37:37
122,2026-08-01,Goldman Sachs,GS,Financials,Provider_B,USD,716.78,3766113625205.0,100152293642.0,313335733.0,2026-09-08 10:06:31
123,2026-08-01,Goldman Sachs,GS,Financials,Provider_C,USD,719.52,3780510121265.0,100535139792.0,314533503.0,2026-09-08 11:37:52
124,2026-08-01,Goldman Sachs,GS,Financials,Provider_D,USD,717.7,3770935483736.0,100280521369.0,313736905.0,2026-09-08 10:22:36
173,2026-08-01,Home Depot,HD,Consumer,Provider_A,USD,273.81,1331565906593.0,179380085852.0,289808951.0,2026-09-08 19:43:16
174,2026-08-01,Home Depot,HD,Consumer,Provider_B,USD,273.81,1331535012475.0,179375923993.0,289802227.0,2026-09-08 07:14:44
175,2026-08-01,Home Depot,HD,Consumer,Provider_C,USD,273.56,1330311738629.0,179211132325.0,289535987.0,2026-09-08 00:04:26
176,2026-08-01,Home Depot,HD,Consumer,Provider_D,USD,273.91,1332023007491.0,179441663577.0,289908437.0,2026-09-08 00:14:04
85,2026-08-01,Intel Corp.,INTC,Technology,Provider_A,USD,194.15,2203144793474.0,207952935303.0,111018262.0,2026-09-08 14:11:55
86,2026-08-01,Intel Corp.,INTC,Technology,Provider_B,USD,194.26,-2204377040704.0,208069246055.0,111080356.0,2026-09-08 15:05:57
87,2026-08-01,Intel Corp.,INTC,Technology,Provider_C,USD,194.21,2203906205323.0,208024804310.0,111056630.0,2026-09-08 23:37:17
88,2026-08-01,Intel Corp.,INTC,Technology,Provider_D,USD,193.98,2201203297213.0,207769679147.0,110920429.0,2026-09-08 21:47:58
29,2026-08-01,JPMorgan Chase,JPM,Financials,Provider_A,USD,731.31,2883190812836.0376,165510822169.0,453631115.0,2026-09-08 04:19:17
30,2026-08-01,JPMorgan Chase,JPM,Financials,Provider_B,USD,730.02,2167332573979.0,165219432917.0,452832477.0,2026-09-08 14:19:21
31,2026-08-01,JPMorgan Chase,JPM,Financials,Provider_C,USD,733.61,2177977360625.0,166030903032.0,455056550.0,2026-09-08 14:35:21
32,2026-08-01,JPMorgan Chase,JPM,Financials,Provider_D,USD,731.17,2170744113186.0,165479500329.0,453545269.0,2026-09-08 00:26:13
45,2026-08-01,Johnson & Johnson,JNJ,Healthcare,Provider_A,USD,604.79,,292073804052.0,61000288.0,2026-09-08 19:11:27
46,2026-08-01,Johnson & Johnson,JNJ,Healthcare,Provider_B,USD,605.83,1399903448499.0,292574882157.0,61104939.0,2026-09-08 08:43:09
47,2026-08-01,Johnson & Johnson,JNJ,Healthcare,Provider_C,USD,606.68,1401879022779.0,292987770212.0,61191172.0,2026-09-08 08:36:38
48,2026-08-01,Johnson & Johnson,JNJ,Healthcare,Provider_D,USD,607.09,1402805762991.0,293181455647.0,61231624.0,2026-09-08 14:58:01
153,2026-08-01,Lockheed Martin,LMT,Industrials,Provider_A,USD,477.77,3918940157264.0,141178233329.0,719879408.0,2026-09-08 17:26:26
154,2026-08-01,Lockheed Martin,LMT,Industrials,Provider_B,USD,476.76,3910605421510.0,140877977846.0,718348381.0,2026-09-08 03:08:42
155,2026-08-01,Lockheed Martin,LMT,Industrials,Provider_C,USD,477.23,3914525211566.0,141019186697.0,719068416.0,2026-09-08 02:47:37
156,2026-08-01,Lockheed Martin,LMT,Industrials,Provider_D,USD,476.03,3904682502150.0,140664607073.0,717260386.0,2026-09-08 03:55:32
177,2026-08-01,Lowe's,LOW,Consumer,Provider_A,USD,382.68,1022433241835.0,329418646445.0,124877341.0,2026-09-08 05:39:23
178,2026-08-01,Lowe's,LOW,Consumer,Provider_B,USD,382.71,1022508144510.0,329442779402.0,124886489.0,2026-09-08 04:47:10
179,2026-08-01,Lowe's,LOW,Consumer,Provider_C,GBP,382.18,1021099351878.0,328988879291.0,124714423.0,2026-09-08 06:51:43
180,2026-08-01,Lowe's,LOW,Consumer,Provider_D,USD,382.4,1021680932375.0,329176259212.0,124785456.0,2026-09-08 13:45:32
61,2026-08-01,Mastercard Inc.,MA,Financials,Provider_A,USD,596.82,2002173681653.0,421048788703.0,269315937.0,2026-09-08 09:33:10
62,2026-08-01,Mastercard Inc.,MA,Financials,Provider_B,USD,597.27,2003660662553.0,421361494595.0,269515953.0,2026-09-08 04:34:47
63,2026-08-01,Mastercard Inc.,MA,Financials,Provider_C,USD,596.32,2000475653896.0,420691700536.0,269087532.0,INVALID_TIMESTAMP
64,2026-08-01,Mastercard Inc.,MA,Financials,Provider_D,USD,598.62,2008192438819.0,422314508274.0,270125531.0,2026-09-08 07:13:16
101,2026-08-01,McDonald's,MCD,Consumer,Provider_A,USD,679.91,1226263066828.0,443245465481.0,295677356.0,2026-09-08 08:11:23
102,2026-08-01,McDonald's,MCD,Consumer,Provider_B,USD,680.03,1226483232620.0,443325046683.0,295730443.0,2026-09-08 14:08:26
103,2026-08-01,McDonald's,MCD,Consumer,Provider_C,USD,679.26,1225089477053.0,442821259321.0,295394380.0,2026-09-08 20:07:44
104,2026-08-01,McDonald's,MCD,Consumer,Provider_D,USD,681.31,1228801495808.0,444163006884.0,296289424.0,2026-09-08 07:40:38
113,2026-08-01,Merck & Co.,MRK,Healthcare,Provider_A,USD,168.72,,58403402699.0,208731817.0,2026-09-08 10:35:35
114,2026-08-01,Merck & Co.,MRK,Healthcare,Provider_B,USD,168.42,1991196508759.0,58302202130.0,208370129.0,2026-09-08 04:13:49
115,2026-08-01,Merck & Co.,MRK,Healthcare,Provider_C,USD,168.81,1995827172748.0,58437787898.0,208854708.0,2026-09-08 15:35:11
116,2026-08-01,Merck & Co.,MRK,Healthcare,Provider_D,USD,168.75,1995109482630.0,58416773943.0,208779605.0,2026-09-08 18:01:46
21,2026-08-01,Meta Platforms,META,Communication,Provider_A,USD,317.78,1727228198594.0,293061519550.0,318861929.0,2026-09-08 19:16:40
22,2026-08-01,Meta Platforms,META,Communication,Provider_B,USD,317.96,1728177557140.0,293222598705.0,319037189.0,2026-09-08 21:55:44
23,2026-08-01,Meta Platforms,META,Communication,Provider_C,USD,318.23,1729644417875.0,293471483268.0,319307985.0,2026-09-08 11:29:57
24,2026-08-01,Meta Platforms,META,Communication,Provider_D,USD,317.53,2032044569132.396,292830779415.0,318610875.0,2026-09-08 15:44:55
5,2026-08-01,Microsoft Corp.,MSFT,Technology,Provider_A,USD,224.41,3047982109640.0,65062832209.0,223724432.0,2026-09-08 11:05:14
6,2026-08-01,Microsoft Corp.,MSFT,Technology,Provider_B,USD,224.26,3045914899944.0,65018705139.0,223572697.0,2026-09-08 20:19:28
7,2026-08-01,Microsoft Corp.,MSFT,Technology,Provider_C,USD,224.15,3433466225501.552,64987576025.0,223465656.0,2026-09-08 01:21:18
8,2026-08-01,Microsoft Corp.,MSFT,Technology,Provider_D,EUR,224.4,3047901048125.0,65061101853.0,223718482.0,2026-09-08 10:02:01
125,2026-08-01,Morgan Stanley,MS,Financials,Provider_A,USD,69.33,1932365681229.0,230775443812.0,222029224.0,2026-09-08 14:29:32
7613,2026-08-01,Morgan Stanley,MS,Financials,Provider_A,USD,69.33,1932365681229.0,230775443812.0,222029224.0,2026-09-08 14:29:32
126,2026-08-01,Morgan Stanley,MS,Financials,Provider_B,USD,69.23,1929512001441.0,230434639157.0,221701335.0,2026-09-08 08:00:37
127,2026-08-01,Morgan Stanley,MS,Financials,Provider_C,EUR,69.16,1927437162179.0,230186848609.0,221462936.0,2026-09-08 17:32:25
128,2026-08-01,Morgan Stanley,MS,Financials,Provider_D,USD,34.51,1923683796238.0,229738597691.0,221031673.0,2026-09-08 16:28:22
9,2026-08-01,NVIDIA Corp.,NVDA,Technology,Provider_A,USD,209.15,211267896851.0,256818478285.0,51188268.0,2026-09-08 10:58:09
10,2026-08-01,NVIDIA Corp.,NVDA,Technology,Provider_B,USD,209.52,211646648785.0,257278891329.0,51280036.0,2026-09-08 02:57:22
11,2026-08-01,NVIDIA Corp.,NVDA,Technology,Provider_C,USD,626.91,211090391035.0,256602701188.0,51145260.0,2026-09-08 20:54:17
12,2026-08-01,NVIDIA Corp.,NVDA,Technology,Provider_D,USD,208.66,210779899013.0,256225265288.0,51070031.0,2026-09-08 14:57:04
73,2026-08-01,Netflix Inc.,NFLX,Communication,Provider_A,USD,259.41,1719716134258.0,140906886530.0,174889163.0,2026-09-08 03:37:41
74,2026-08-01,Netflix Inc.,NFLX,Communication,Provider_B,USD,257.55,,139896504995.0,173635109.0,2026-09-08 07:34:06
75,2026-08-01,Netflix Inc.,NFLX,Communication,Provider_C,USD,257.71,1708424847445.0,139981722174.0,173740878.0,2026-09-08 08:41:46
76,2026-08-01,Netflix Inc.,NFLX,Communication,Provider_D,USD,258.4,1712985355390.0,140355392550.0,174204666.0,2026-09-08 01:44:05
141,2026-08-01,NextEra Energy,NEE,Utilities,Provider_A,USD,48.63,2646795325867.0,416696154143.0,107456043.0,2026-09-08 09:59:06
142,2026-08-01,NextEra Energy,NEE,Utilities,Provider_B,USD,48.47,2638134853433.0,415332699432.0,107104441.0,2026-09-08 04:06:47
143,2026-08-01,NextEra Energy,NEE,Utilities,Provider_C,USD,48.42,2635408866975.0,414903535884.0,106993770.0,2026-09-08 10:16:31
144,2026-08-01,NextEra Energy,NEE,Utilities,Provider_D,USD,48.45,2637053936000.0,415162526040.0,107060557.0,2026-09-08 07:15:08
105,2026-08-01,Nike Inc.,NKE,Consumer,Provider_A,USD,409.47,1104980881772.0,359162060322.0,93862154.0,2026-09-08 21:27:22
106,2026-08-01,Nike Inc.,NKE,Consumer,Provider_B,USD,409.35,1104669430109.0,359060826335.0,93835698.0,2026-09-08 09:33:46
107,2026-08-01,Nike Inc.,NKE,Consumer,Provider_C,USD,409.33,1104604277039.0,359039649036.0,93830163.0,2026-09-08 14:20:49
108,2026-08-01,Nike Inc.,NKE,Consumer,Provider_D,USD,410.02,1106457497821.0,359642018366.0,93987585.0,2026-09-08 04:52:50
69,2026-08-01,Oracle Corp.,ORCL,Technology,Provider_A,USD,524.97,1537841964792.0,368449010861.0,285551750.0,2026-09-08 19:16:48
70,2026-08-01,Oracle Corp.,ORCL,Technology,Provider_B,USD,525.06,1538097754710.0,368510295144.0,285599246.0,2026-09-08 09:59:24
71,2026-08-01,Oracle Corp.,ORCL,Technology,Provider_C,USD,525.27,1538712702108.0,368657629373.0,285713431.0,2026-09-08 22:23:17
72,2026-08-01,Oracle Corp.,ORCL,Technology,Provider_D,USD,524.92,1537693390367.0,368413414161.0,285524162.0,2026-09-08 09:48:41
97,2026-08-01,PepsiCo,PEP,Consumer,Provider_A,USD,262.8,3329195410489.0,408435568568.0,776429138.0,2026-09-08 06:51:30
98,2026-08-01,PepsiCo,PEP,Consumer,Provider_B,USD,263.55,3338693304740.0,409600798409.0,778644220.0,2026-09-08 04:57:52
99,2026-08-01,PepsiCo,PEP,Consumer,Provider_C,USD,263.44,3337262225075.0,409425229310.0,778310467.0,2026-09-08 09:12:35
100,2026-08-01,PepsiCo,PEP,Consumer,Provider_D,USD,263.13,3333343609323.0,408944481906.0,777396574.0,2026-09-08 07:13:54
109,2026-08-01,Pfizer Inc.,PFE,Healthcare,Provider_A,USD,556.575,3741809631628.0,200149587206.0,324660110.0,2026-09-08 14:13:42
110,2026-08-01,Pfizer Inc.,PFE,Healthcare,Provider_B,USD,221.74,3726769436629.0,199345086411.0,323355140.0,2026-09-08 17:24:39
111,2026-08-01,Pfizer Inc.,PFE,Healthcare,Provider_C,USD,555.7,3735973112977.0,199837391526.0,324153702.0,2026-09-08 09:36:36
112,2026-08-01,Pfizer Inc.,PFE,Healthcare,Provider_D,USD,222.56,3740668641884.0,200088555606.0,324561112.0,2026-09-08 13:26:28
57,2026-08-01,Procter & Gamble,PG,Consumer,Provider_A,GBP,684.8,3126058359030.0,65414361657.0,657554052.0,2026-09-08 20:21:33
58,2026-08-01,Procter & Gamble,PG,Consumer,Provider_B,USD,685.55,3129486598757.0,65486099318.0,658275169.0,2026-09-08 04:00:00
59,2026-08-01,Procter & Gamble,PG,Consumer,Provider_C,USD,683.97,3122272510875.0,65335140858.0,656757714.0,2026-09-08 04:06:30
60,2026-08-01,Procter & Gamble,PG,Consumer,Provider_D,USD,685.47,3129120322364.0,65478434798.0,658198124.0,2026-09-08 13:18:56
193,2026-08-01,Qualcomm,QCOM,Technology,Provider_A,USD,462.88,2447217885313.0,60183536863.0,460806866.0,2026-09-08 00:22:37
194,2026-08-01,Qualcomm,QCOM,Technology,Provider_B,USD,462.82,2446854752672.0,60174606475.0,460738489.0,2026-09-08 18:12:23
195,2026-08-01,Qualcomm,QCOM,Technology,Provider_C,USD,463.91,2452651066770.0,60317153113.0,461829924.0,2026-09-08 19:45:51
196,2026-08-01,Qualcomm,QCOM,Technology,Provider_D,GBP,462.65,2445966758308.0,60152768353.0,460571281.0,2026-09-08 11:14:54
81,2026-08-01,Salesforce Inc.,CRM,Technology,Provider_A,USD,544.56,3271985362960.0,55630761772.0,405856935.0,2026-09-08 22:54:07
82,2026-08-01,Salesforce Inc.,CRM,Technology,Provider_B,USD,544.93,3274227199494.0,55668877797.0,406135012.0,2026-09-08 21:17:00
83,2026-08-01,Salesforce Inc.,CRM,Technology,Provider_C,USD,543.72,3266959406195.0,55545309739.0,405233515.0,2026-09-08 09:12:02
84,2026-08-01,Salesforce Inc.,CRM,Technology,Provider_D,USD,543.95,3268300093741.0,55568104299.0,405399814.0,2026-09-08 05:26:13
25,2026-08-01,Tesla Inc.,TSLA,Automotive,Provider_A,USD,442.02,3217861650601.0,185533180415.0,792581583.0,2026-09-08 09:58:13
26,2026-08-01,Tesla Inc.,TSLA,Automotive,Provider_B,USD,440.72,3208366700496.0,184985727329.0,790242911.0,2026-09-08 18:39:17
27,2026-08-01,Tesla Inc.,TSLA,Automotive,Provider_C,USD,441.3,3212584704593.0,185228926012.0,791281835.0,2026-09-08 09:45:01
28,2026-08-01,Tesla Inc.,TSLA,Automotive,Provider_D,USD,440.35,3205655395439.0,184829400829.0,789575098.0,2026-09-08 07:24:56
197,2026-08-01,Texas Instruments,TXN,Technology,Provider_A,USD,150.13,3660877623592.0,311678839043.0,912880713.0,2026-09-08 21:25:23
198,2026-08-01,Texas Instruments,TXN,Technology,Provider_B,USD,150.38,3666973349378.0,312197815347.0,914400750.0,2026-09-08 21:14:16
199,2026-08-01,Texas Instruments,TXN,Technology,Provider_C,USD,150.14,3661114682902.0,311699021737.0,912939826.0,2026-09-08 07:07:36
200,2026-08-01,Texas Instruments,TXN,Technology,Provider_D,USD,150.19,3662432957462.0,311811256651.0,913268553.0,2026-09-08 02:11:42
169,2026-08-01,UPS,UPS,Industrials,Provider_A,USD,134.49,2110710620828.0,96203425965.0,326714147.0,2026-09-08 01:48:37
170,2026-08-01,UPS,UPS,Industrials,Provider_B,USD,134.38,2108886042431.0,96120264071.0,326431723.0,2026-09-08 17:37:30
171,2026-08-01,UPS,UPS,Industrials,Provider_C,USD,403.40999999999997,2110415067069.0,96189955012.0,326668399.0,2026-09-08 01:13:01
172,2026-08-01,UPS,UPS,Industrials,Provider_D,USD,134.33,2108142412213.0,96086370380.0,326316618.0,2026-09-08 20:21:00
165,2026-08-01,Union Pacific,UNP,Industrials,Provider_A,USD,129.59,3537449188303.0,378229934045.0,536210414.0,2026-09-08 23:04:04
166,2026-08-01,Union Pacific,UNP,Industrials,Provider_B,USD,130.2,3554052969805.0,380005237900.0,538727233.0,2026-09-08 02:47:50
167,2026-08-01,Union Pacific,UNP,Industrials,Provider_C,USD,129.55,3536233136173.0,378099911734.0,536026083.0,2026-09-08 15:18:07
168,2026-08-01,Union Pacific,UNP,Industrials,Provider_D,USD,129.78,3542557582354.0,378776132009.0,536984750.0,2026-09-08 07:25:29
185,2026-08-01,Verizon,VZ,Communication,Provider_A,USD,626.06,3879921143448.0,30309616815.0,594456037.0,2026-09-08 13:23:25
186,2026-08-01,Verizon,VZ,Communication,Provider_B,USD,625.18,3874492504274.0,30267208744.0,593624296.0,2026-09-08 12:44:20
187,2026-08-01,Verizon,VZ,Communication,Provider_C,USD,625.29,3875138931854.0,30272258581.0,593723338.0,2026-09-08 19:45:36
188,2026-08-01,Verizon,VZ,Communication,Provider_D,USD,627.64,3889705981029.0,30386055141.0,595955205.0,2026-09-08 02:45:32
